(20, 24) , (0, 0) , 0
(30, 40) , (0, 0) , 0
(37, 35) , (0, 0) , 0
(52, 64) , (0, 0) , 0
(7, 3) , (0, 0) , 0
(65, 24) , (0, 0) , 0
(29, 67) , (0, 0) , 0
(74, 25) , (0, 0) , 0
(13, 36) , (0, 0) , 0
(95, 29) , (0, 0) , 0
(80, 93) , (0, 0) , 0
(11, 18) , (0, 0) , 0
(55, 65) , (0, 0) , 0
(68, 36) , (0, 0) , 0
(40, 4) , (0, 0) , 0
(20, 59) , (0, 0) , 0
(74, 44) , (0, 0) , 0
(77, 31) , (0, 0) , 0
(60, 72) , (0, 0) , 0
(98, 74) , (0, 0) , 0
(68, 77) , (0, 0) , 0
(12, 11) , (0, 0) , 0
(98, 13) , (0, 0) , 0
(34, 75) , (0, 0) , 0
(69, 60) , (0, 0) , 0
(38, 79) , (0, 0) , 0
(37, 8) , (0, 0) , 0
(91, 21) , (0, 0) , 0
(27, 60) , (0, 0) , 0
(11, 44) , (0, 0) , 0
(20, 38) , (0, 0) , 0
(41, 21) , (0, 0) , 0
(77, 88) , (0, 0) , 0
(24, 38) , (0, 0) , 0
(3, 26) , (0, 0) , 0
(87, 46) , (0, 0) , 0
(26, 100) , (0, 0) , 0
(63, 37) , (0, 0) , 0
(86, 25) , (0, 0) , 0
(9, 33) , (0, 0) , 0
(91, 90) , (0, 0) , 0
(22, 1) , (0, 0) , 0
(12, 24) , (0, 0) , 0
(100, 29) , (0, 0) , 0
(18, 84) , (0, 0) , 0
(6, 73) , (0, 0) , 0
(30, 99) , (0, 0) , 0
(87, 39) , (0, 0) , 0
(82, 28) , (0, 0) , 0
(72, 13) , (0, 0) , 0
(98, 71) , (0, 0) , 0
(68, 95) , (0, 0) , 0
(3, 14) , (0, 0) , 0
(1, 37) , (0, 0) , 0
(8, 58) , (0, 0) , 0
(87, 13) , (0, 0) , 0
(8, 72) , (0, 0) , 0
(56, 1) , (0, 0) , 0
(11, 100) , (0, 0) , 0
(3, 4) , (0, 0) , 0
(26, 89) , (0, 0) , 0
(54, 35) , (0, 0) , 0
(63, 84) , (0, 0) , 0
(61, 7) , (0, 0) , 0
(99, 29) , (0, 0) , 0
(9, 97) , (0, 0) , 0
(57, 6) , (0, 0) , 0
(64, 93) , (0, 0) , 0
(27, 48) , (0, 0) , 0
(35, 85) , (0, 0) , 0
(86, 70) , (0, 0) , 0
(69, 45) , (0, 0) , 0
(67, 35) , (0, 0) , 0
(98, 88) , (0, 0) , 0
(16, 27) , (0, 0) , 0
(44, 29) , (0, 0) , 0
(51, 28) , (0, 0) , 0
(24, 3) , (0, 0) , 0
(13, 61) , (0, 0) , 0
(21, 36) , (0, 0) , 0
(91, 37) , (0, 0) , 0
(2, 6) , (0, 0) , 0
(96, 64) , (0, 0) , 0
(40, 3) , (0, 0) , 0
(37, 50) , (0, 0) , 0
(76, 49) , (0, 0) , 0
(75, 62) , (0, 0) , 0
(4, 55) , (0, 0) , 0
(26, 47) , (0, 0) , 0
(26, 21) , (0, 0) , 0
(35, 21) , (0, 0) , 0
(89, 84) , (0, 0) , 0
(37, 18) , (0, 0) , 0
(22, 41) , (0, 0) , 0
(74, 34) , (0, 0) , 0
(11, 19) , (0, 0) , 0
(18, 34) , (0, 0) , 0
(65, 15) , (0, 0) , 0
(67, 12) , (0, 0) , 0
(84, 16) , (0, 0) , 0
(43, 9) , (0, 0) , 0
(24, 24) , (0, 0) , 0
(64, 89) , (0, 0) , 0
(43, 38) , (0, 0) , 0
(73, 20) , (0, 0) , 0
(99, 58) , (0, 0) , 0
(20, 83) , (0, 0) , 0
(59, 33) , (0, 0) , 0
(46, 24) , (0, 0) , 0
(29, 18) , (0, 0) , 0
(75, 71) , (0, 0) , 0
(84, 13) , (0, 0) , 0
(8, 82) , (0, 0) , 0
(55, 13) , (0, 0) , 0
(20, 74) , (0, 0) , 0
(100, 12) , (0, 0) , 0
(22, 35) , (0, 0) , 0
(68, 81) , (0, 0) , 0
(87, 84) , (0, 0) , 0
(37, 31) , (0, 0) , 0
(93, 99) , (0, 0) , 0
(78, 29) , (0, 0) , 0
(99, 51) , (0, 0) , 0
(92, 36) , (0, 0) , 0
(52, 52) , (0, 0) , 0
(36, 49) , (0, 0) , 0
(48, 45) , (0, 0) , 0
(96, 61) , (0, 0) , 0
(35, 17) , (0, 0) , 0
(24, 23) , (0, 0) , 0
(47, 25) , (0, 0) , 0
(54, 79) , (0, 0) , 0
(21, 80) , (0, 0) , 0
(67, 35) , (0, 0) , 0
(48, 0) , (0, 0) , 0
(5, 15) , (0, 0) , 0
(20, 4) , (0, 0) , 0
(67, 62) , (0, 0) , 0
(17, 16) , (0, 0) , 0
(91, 82) , (0, 0) , 0
(46, 98) , (0, 0) , 0
(12, 74) , (0, 0) , 0
(18, 54) , (0, 0) , 0
(31, 35) , (0, 0) , 0
(84, 46) , (0, 0) , 0
(42, 32) , (0, 0) , 0
(68, 16) , (0, 0) , 0
(18, 83) , (0, 0) , 0
(71, 1) , (0, 0) , 0
(39, 56) , (0, 0) , 0
(33, 40) , (0, 0) , 0
(61, 91) , (0, 0) , 0
(76, 5) , (0, 0) , 0
(49, 49) , (0, 0) , 0
(69, 23) , (0, 0) , 0
(5, 5) , (0, 0) , 0
(60, 47) , (0, 0) , 0
(91, 80) , (0, 0) , 0
(73, 40) , (0, 0) , 0
(81, 99) , (0, 0) , 0
(16, 77) , (0, 0) , 0
(50, 73) , (0, 0) , 0
