(22, 41) , (3, 37) , 0.6263254334155163
(54, 93) , (61, 9) , 0.6216724733266197
(24, 61) , (29, 82) , 0.3913544115554288
(56, 60) , (53, 38) , 0.40215876574407783
(71, 60) , (85, 98) , 0.900059412530809
(45, 77) , (9, 34) , 0.5914018424038606
(38, 44) , (47, 71) , 0.5281681927267399
(22, 17) , (40, 39) , 0.24331381658921403
(30, 35) , (60, 72) , 0.14954072620040815
(23, 75) , (58, 90) , 0.4507187647007487
(55, 71) , (9, 67) , 0.7279249629627751
(81, 32) , (73, 21) , 0.9082100827147827
(77, 1) , (62, 58) , 0.1712808467941579
(13, 78) , (33, 49) , 0.5975907308485905
(55, 28) , (70, 2) , 0.5729736408642487
(22, 65) , (83, 66) , 0.5842081667446245
(98, 73) , (90, 16) , 0.8620048797671056
(49, 49) , (41, 47) , 0.9173932100408543
(45, 44) , (47, 30) , 0.45847067719636336
(11, 4) , (25, 78) , 0.029560734159248647
(74, 14) , (78, 50) , 0.7347736953303363
(22, 34) , (65, 55) , 0.6734699798192955
(13, 44) , (41, 23) , 0.6292909768881786
(67, 55) , (41, 51) , 0.8349404384617417
(96, 18) , (14, 85) , 0.73470140100912
(44, 40) , (10, 6) , 0.17440376344753372
(48, 86) , (22, 75) , 0.6733976666401037
(55, 87) , (45, 69) , 0.9573433717326395
(86, 51) , (78, 56) , 0.36776883652949377
(79, 30) , (45, 27) , 0.8253160274521042
(55, 17) , (3, 97) , 0.5900105642105389
(38, 57) , (18, 13) , 0.45455497377881116
(87, 91) , (57, 0) , 0.6679015097497395
(22, 0) , (1, 84) , 0.07049776135919539
(85, 47) , (68, 38) , 0.7556623907551135
(48, 55) , (28, 99) , 0.2751772775566097
(22, 84) , (91, 92) , 0.2669371627010856
(3, 44) , (87, 41) , 0.4959088156952183
(64, 17) , (26, 77) , 0.15145631898982637
(7, 42) , (62, 16) , 0.5017870536396599
(34, 45) , (54, 63) , 0.501696684680841
(53, 92) , (46, 36) , 0.6217135433450048
(92, 24) , (48, 7) , 0.5117521078528623
(8, 95) , (74, 92) , 0.04680105914920851
(73, 86) , (39, 42) , 0.6482558861883966
(85, 45) , (34, 100) , 0.9864233269707398
(8, 93) , (60, 26) , 0.6572918507509968
(35, 62) , (76, 65) , 0.8015649630089711
(75, 22) , (14, 28) , 0.21870780722702177
(67, 84) , (37, 48) , 0.00040932994207809603
(21, 58) , (71, 29) , 0.5662936702142813
(45, 25) , (41, 76) , 0.38256878636657
(17, 85) , (7, 67) , 0.5701853849448243
(69, 41) , (24, 9) , 0.14126861686368608
(20, 87) , (66, 61) , 0.7538628178581773
(28, 24) , (43, 59) , 0.6090885250194301
(55, 48) , (1, 99) , 0.5208429401893752
(44, 74) , (91, 83) , 0.47049579437743927
(97, 36) , (57, 80) , 0.406312960304512
(65, 23) , (97, 30) , 0.7459257866692873
(57, 17) , (59, 15) , 0.07507490368611669
(45, 39) , (61, 25) , 0.2752954952600145
(82, 73) , (54, 79) , 0.3126906303943816
(91, 37) , (11, 91) , 0.13023284026743864
(70, 61) , (84, 25) , 0.6537337652779678
(31, 53) , (75, 98) , 0.1003406347317759
(70, 75) , (6, 93) , 0.3253146945579951
(4, 18) , (58, 12) , 0.3566415114015786
(44, 93) , (55, 17) , 0.9441575229962293
(34, 31) , (85, 59) , 0.07224446991472855
(30, 76) , (32, 68) , 0.9639343602337873
(54, 86) , (81, 20) , 0.6870582146553814
(54, 92) , (30, 95) , 0.9116347232077503
(31, 70) , (25, 19) , 0.5148826175868629
(91, 82) , (12, 83) , 0.1475152098551754
(34, 75) , (76, 61) , 0.5864156392877702
(18, 44) , (32, 27) , 0.27189693264489767
(0, 67) , (28, 27) , 0.5269980993246299
(24, 96) , (40, 7) , 0.009623492965664338
(56, 24) , (67, 21) , 0.7939249157556003
(15, 23) , (96, 2) , 0.9601016434730661
(3, 39) , (4, 30) , 0.7152633884993046
(87, 43) , (27, 28) , 0.484172899779447
(94, 94) , (8, 89) , 0.6331436943269535
(52, 23) , (91, 80) , 0.3248536272528776
(77, 99) , (46, 57) , 0.8417379216703359
(36, 17) , (41, 68) , 0.8242214985422665
(38, 7) , (60, 43) , 0.9762246441633997
(16, 92) , (29, 66) , 0.40563746400773937
(52, 93) , (36, 12) , 0.7229020320465103
(45, 68) , (11, 85) , 0.6002796782474337
(97, 34) , (29, 100) , 0.8548291041790596
(3, 8) , (91, 20) , 0.42293628510479775
(98, 72) , (54, 26) , 0.7176995210855646
(37, 83) , (84, 38) , 0.6826339271471089
(78, 50) , (72, 42) , 0.008056859925397397
(57, 15) , (79, 47) , 0.030381777309501645
(83, 65) , (26, 49) , 0.42076553824682106
(59, 57) , (20, 66) , 0.6922053958340247
(7, 65) , (7, 20) , 0.2570207104569523
